580.0,-99.5
580.029296875,-102.5
580.05859375,-101.5
580.087890625,-101.0
580.1171875,-103.0
580.146484375,-103.0
580.17578125,-101.5
580.205078125,-95.0
580.234375,-95.0
580.263671875,-97.5
580.29296875,-104.5
580.322265625,-102.5
580.3515625,-103.0
580.380859375,-103.5
580.41015625,-101.5
580.439453125,-103.0
580.46875,-99.5
580.498046875,-101.5
580.52734375,-104.0
580.556640625,-103.5
580.5859375,-102.5
580.615234375,-101.0
580.64453125,-98.5
580.673828125,-102.5
580.703125,-94.5
580.732421875,-94.5
580.76171875,-100.5
580.791015625,-102.0
580.8203125,-101.5
580.849609375,-102.0
580.87890625,-104.5
580.908203125,-103.0
580.9375,-99.0
580.966796875,-98.5
580.99609375,-94.5
581.025390625,-103.5
581.0546875,-101.5
581.083984375,-100.0
581.11328125,-100.5
581.142578125,-103.0
581.171875,-101.5
581.201171875,-103.5
581.23046875,-100.5
581.259765625,-100.0
581.2890625,-103.5
581.318359375,-101.0
581.34765625,-104.0
581.376953125,-100.5
581.40625,-104.5
581.435546875,-99.5
581.46484375,-98.0
581.494140625,-103.0
581.5234375,-104.5
581.552734375,-101.5
581.58203125,-102.5
581.611328125,-103.5
581.640625,-99.0
581.669921875,-101.0
581.69921875,-102.5
581.728515625,-98.0
581.7578125,-100.5
581.787109375,-102.0
581.81640625,-103.5
581.845703125,-103.0
581.875,-98.0
581.904296875,-97.5
581.93359375,-100.5
581.962890625,-103.0
581.9921875,-104.0
582.021484375,-102.0
582.05078125,-103.5
582.080078125,-101.0
582.109375,-98.0
582.138671875,-96.0
582.16796875,-102.5
582.197265625,-100.0
582.2265625,-103.5
582.255859375,-101.0
582.28515625,-102.5
582.314453125,-103.5
582.34375,-101.0
582.373046875,-102.0
582.40234375,-100.5
582.431640625,-100.5
582.4609375,-101.5
582.490234375,-103.0
582.51953125,-101.0
582.548828125,-101.5
582.578125,-101.0
582.607421875,-93.0
582.63671875,-98.5
582.666015625,-100.0
582.6953125,-103.0
582.724609375,-102.0
582.75390625,-100.0
582.783203125,-104.5
582.8125,-102.0
582.841796875,-97.5
582.87109375,-90.0
582.900390625,-105.0
582.9296875,-104.0
582.958984375,-100.0
582.98828125,-100.5
583.017578125,-104.0
583.046875,-96.5
583.076171875,-100.0
583.10546875,-100.0
583.134765625,-101.5
583.1640625,-102.0
583.193359375,-105.5
583.22265625,-100.5
583.251953125,-105.5
583.28125,-103.0
583.310546875,-98.5
583.33984375,-86.0
583.369140625,-92.5
583.3984375,-102.0
583.427734375,-103.0
583.45703125,-104.5
583.486328125,-104.0
583.515625,-102.5
583.544921875,-104.0
583.57421875,-101.0
583.603515625,-100.5
583.6328125,-102.0
583.662109375,-101.0
583.69140625,-103.0
583.720703125,-101.0
583.75,-103.5
583.779296875,-101.5
583.80859375,-96.0
583.837890625,-97.5
583.8671875,-97.5
583.896484375,-102.0
583.92578125,-99.0
583.955078125,-104.5
583.984375,-102.5
584.013671875,-103.5
584.04296875,-93.5
584.072265625,-97.5
584.1015625,-98.0
584.130859375,-101.0
584.16015625,-104.0
584.189453125,-103.0
584.21875,-102.5
584.248046875,-102.5
584.27734375,-103.5
584.306640625,-102.5
584.3359375,-96.5
584.365234375,-104.0
584.39453125,-104.5
584.423828125,-104.0
584.453125,-101.0
584.482421875,-100.5
584.51171875,-98.5
584.541015625,-88.5
584.5703125,-91.0
584.599609375,-92.0
584.62890625,-103.0
584.658203125,-102.5
584.6875,-99.5
584.716796875,-101.5
584.74609375,-105.5
584.775390625,-102.0
584.8046875,-92.5
584.833984375,-101.5
584.86328125,-103.5
584.892578125,-105.5
584.921875,-102.5
584.951171875,-102.0
584.98046875,-99.0
585.009765625,-77.0
585.0390625,-99.0
585.068359375,-102.0
585.09765625,-103.0
585.126953125,-103.5
585.15625,-103.5
585.185546875,-101.5
585.21484375,-105.0
585.244140625,-89.0
585.2734375,-74.0
585.302734375,-93.5
585.33203125,-101.0
585.361328125,-102.5
585.390625,-105.0
585.419921875,-105.0
585.44921875,-101.5
585.478515625,-104.0
585.5078125,-101.0
585.537109375,-105.5
585.56640625,-104.5
585.595703125,-101.5
585.625,-100.5
585.654296875,-98.0
585.68359375,-99.5
585.712890625,-102.5
585.7421875,-99.5
585.771484375,-101.0
585.80078125,-103.0
585.830078125,-105.0
585.859375,-103.0
585.888671875,-102.5
585.91796875,-102.5
585.947265625,-102.0
585.9765625,-101.0
586.005859375,-101.5
586.03515625,-100.5
586.064453125,-101.0
586.09375,-102.0
586.123046875,-100.5
586.15234375,-97.5
586.181640625,-100.0
586.2109375,-98.5
586.240234375,-105.5
586.26953125,-105.5
586.298828125,-99.5
586.328125,-102.5
586.357421875,-104.0
586.38671875,-102.0
586.416015625,-102.5
586.4453125,-101.5
586.474609375,-103.0
586.50390625,-102.5
586.533203125,-103.5
586.5625,-101.0
586.591796875,-103.5
586.62109375,-103.0
586.650390625,-104.0
586.6796875,-101.5
586.708984375,-100.0
586.73828125,-103.0
586.767578125,-100.5
586.796875,-105.5
586.826171875,-100.5
586.85546875,-104.0
586.884765625,-103.0
586.9140625,-100.5
586.943359375,-97.5
586.97265625,-99.0
587.001953125,-103.0
587.03125,-104.0
587.060546875,-105.5
587.08984375,-104.0
587.119140625,-101.5
587.1484375,-103.5
587.177734375,-101.5
587.20703125,-101.5
587.236328125,-101.0
587.265625,-102.0
587.294921875,-100.5
587.32421875,-102.0
587.353515625,-104.0
587.3828125,-101.0
587.412109375,-103.0
587.44140625,-103.0
587.470703125,-102.5
587.5,-100.5
587.529296875,-99.5
587.55859375,-103.5
587.587890625,-101.5
587.6171875,-96.0
587.646484375,-100.0
587.67578125,-97.5
587.705078125,-101.0
587.734375,-101.5
587.763671875,-103.0
587.79296875,-103.5
587.822265625,-99.0
587.8515625,-101.0
587.880859375,-100.0
587.91015625,-101.0
587.939453125,-103.0
587.96875,-101.5
587.998046875,-99.5
588.02734375,-100.0
588.056640625,-100.5
588.0859375,-101.5
588.115234375,-98.0
588.14453125,-100.5
588.173828125,-102.5
588.203125,-100.5
588.232421875,-104.0
588.26171875,-102.5
588.291015625,-101.0
588.3203125,-102.0
588.349609375,-99.0
588.37890625,-97.0
588.408203125,-97.5
588.4375,-99.0
588.466796875,-100.0
588.49609375,-104.5
588.525390625,-101.0
588.5546875,-103.0
588.583984375,-101.0
588.61328125,-98.5
588.642578125,-100.5
588.671875,-101.0
588.701171875,-101.0
588.73046875,-104.0
588.759765625,-102.0
588.7890625,-99.5
588.818359375,-101.5
588.84765625,-101.0
588.876953125,-98.0
588.90625,-103.5
588.935546875,-103.0
588.96484375,-100.0
588.994140625,-100.5
589.0234375,-101.0
589.052734375,-98.0
589.08203125,-99.0
589.111328125,-99.0
589.140625,-98.5
589.169921875,-99.0
589.19921875,-102.0
589.228515625,-102.0
589.2578125,-100.0
589.287109375,-98.0
589.31640625,-100.5
589.345703125,-103.5
589.375,-101.0
589.404296875,-104.0
589.43359375,-103.5
589.462890625,-102.5
589.4921875,-99.5
589.521484375,-104.5
589.55078125,-100.5
589.580078125,-99.0
589.609375,-101.5
589.638671875,-101.5
589.66796875,-101.0
589.697265625,-101.5
589.7265625,-100.5
589.755859375,-99.5
589.78515625,-100.5
589.814453125,-99.0
589.84375,-100.5
589.873046875,-97.5
589.90234375,-102.5
589.931640625,-100.5
589.9609375,-102.5
589.990234375,-101.5
590.01953125,-100.0
590.048828125,-98.0
590.078125,-97.0
590.107421875,-100.5
590.13671875,-103.0
590.166015625,-99.5
590.1953125,-99.0
590.224609375,-99.5
590.25390625,-100.5
590.283203125,-95.0
590.3125,-100.0
590.341796875,-99.5
590.37109375,-99.5
